SC_02_0712
     1.000000   -0.014700
     0.993423   -0.012742
     0.982223   -0.009508
     0.969463   -0.005978
     0.955388   -0.002275
     0.940386    0.001453
     0.924818    0.005124
     0.909044    0.008715
     0.893192    0.012132
     0.877424    0.015392
     0.861715    0.018526
     0.846031    0.021548
     0.830346    0.024440
     0.814660    0.027187
     0.798981    0.029806
     0.783303    0.032319
     0.767612    0.034719
     0.751904    0.036983
     0.736189    0.039107
     0.720471    0.041112
     0.704734    0.043015
     0.688958    0.044797
     0.673126    0.046442
     0.657210    0.047958
     0.641140    0.049369
     0.624778    0.050690
     0.608007    0.051914
     0.591281    0.053048
     0.574437    0.054063
     0.557135    0.054972
     0.539728    0.055893
     0.522238    0.056639
     0.504751    0.057345
     0.487146    0.057919
     0.469610    0.058381
     0.451873    0.058780
     0.434315    0.059127
     0.416679    0.059344
     0.399130    0.059445
     0.381398    0.059485
     0.363870    0.059470
     0.346295    0.059332
     0.328868    0.059074
     0.311377    0.058759
     0.294279    0.058399
     0.277297    0.057899
     0.260031    0.057231
     0.242693    0.056500
     0.225177    0.055655
     0.207834    0.054673
     0.190442    0.053478
     0.173392    0.052260
     0.156748    0.050809
     0.140482    0.049273
     0.124710    0.047515
     0.109647    0.045723
     0.095757    0.043867
     0.083044    0.041904
     0.071798    0.039954
     0.061951    0.038038
     0.053433    0.036167
     0.046049    0.034338
     0.039635    0.032546
     0.034022    0.030772
     0.029072    0.029025
     0.024693    0.027301
     0.020810    0.025570
     0.017350    0.023807
     0.014264    0.022001
     0.011520    0.020145
     0.009087    0.018241
     0.006954    0.016282
     0.005129    0.014255
     0.003605    0.012148
     0.002372    0.009979
     0.001417    0.007782
     0.000724    0.005590
     0.000271    0.003421
     0.000038    0.001276
     0.000017   -0.000860
     0.000209   -0.003006
     0.000621   -0.005177
     0.001270   -0.007377
     0.002182   -0.009589
     0.003374   -0.011780
     0.004856   -0.013912
     0.006642   -0.015963
     0.008737   -0.017941
     0.011137   -0.019863
     0.013846   -0.021734
     0.016892   -0.023555
     0.020311   -0.025328
     0.024147   -0.027067
     0.028472   -0.028797
     0.033353   -0.030553
     0.038869   -0.032321
     0.045184   -0.034055
     0.052522   -0.035841
     0.060981   -0.037737
     0.070755   -0.039658
     0.081993   -0.041634
     0.094791   -0.043613
     0.108958   -0.045624
     0.124129   -0.047552
     0.139907   -0.049312
     0.155925   -0.050834
     0.171997   -0.052239
     0.188137   -0.053505
     0.204467   -0.054638
     0.221079   -0.055652
     0.238060   -0.056466
     0.254903   -0.057238
     0.271659   -0.057862
     0.288612   -0.058330
     0.305466   -0.058755
     0.322278   -0.059038
     0.339355   -0.059165
     0.356411   -0.059243
     0.373410   -0.059206
     0.389941   -0.059063
     0.406156   -0.058807
     0.422242   -0.058427
     0.438323   -0.057904
     0.454500   -0.057231
     0.470781   -0.056421
     0.487141   -0.055400
     0.503408   -0.054219
     0.519435   -0.052785
     0.535107   -0.051283
     0.550467   -0.049693
     0.566006   -0.047780
     0.582193   -0.045646
     0.599099   -0.043220
     0.616225   -0.040720
     0.633515   -0.037915
     0.650913   -0.035070
     0.668383   -0.032034
     0.685953   -0.028992
     0.703449   -0.025807
     0.721182   -0.022550
     0.738597   -0.019341
     0.755640   -0.016370
     0.772201   -0.013497
     0.788197   -0.010869
     0.803764   -0.008445
     0.819120   -0.006258
     0.834577   -0.004356
     0.849613   -0.002839
     0.864369   -0.001791
     0.878874   -0.001195
     0.892960   -0.000898
     0.906797   -0.001038
     0.920260   -0.001569
     0.933661   -0.002617
     0.946745   -0.004058
     0.959487   -0.005853
     0.971570   -0.007978
     0.982960   -0.010380
     0.993502   -0.012950
     1.000000   -0.014700
