SC_02_0714
     1.000000   -0.013350
     0.992931   -0.010969
     0.981211   -0.007117
     0.968100   -0.003107
     0.953666    0.001167
     0.938445    0.005546
     0.922782    0.009856
     0.906709    0.014024
     0.890221    0.018095
     0.873569    0.022032
     0.856844    0.025775
     0.839993    0.029331
     0.823027    0.032702
     0.805919    0.035902
     0.788699    0.038963
     0.771513    0.041853
     0.754349    0.044535
     0.737090    0.047019
     0.719674    0.049340
     0.702158    0.051517
     0.684530    0.053546
     0.666830    0.055464
     0.649227    0.057225
     0.631556    0.058799
     0.613649    0.060260
     0.595656    0.061642
     0.577758    0.062908
     0.559875    0.064014
     0.541850    0.065012
     0.523866    0.065921
     0.505955    0.066687
     0.487963    0.067310
     0.469872    0.067881
     0.451952    0.068390
     0.434131    0.068730
     0.416178    0.068926
     0.398117    0.069070
     0.380177    0.069198
     0.362465    0.069186
     0.344839    0.068982
     0.327119    0.068650
     0.309541    0.068308
     0.292170    0.067805
     0.274626    0.067110
     0.257004    0.066375
     0.239578    0.065504
     0.222059    0.064437
     0.204598    0.063269
     0.187485    0.061953
     0.170646    0.060445
     0.154091    0.058757
     0.138034    0.056949
     0.122758    0.055028
     0.108392    0.052981
     0.095111    0.050890
     0.083178    0.048808
     0.072589    0.046689
     0.063159    0.044508
     0.054759    0.042344
     0.047374    0.040305
     0.040949    0.038366
     0.035334    0.036410
     0.030373    0.034426
     0.025962    0.032433
     0.022032    0.030424
     0.018522    0.028391
     0.015391    0.026325
     0.012616    0.024215
     0.010177    0.022059
     0.008053    0.019859
     0.006240    0.017624
     0.004734    0.015356
     0.003504    0.013057
     0.002488    0.010756
     0.001638    0.008494
     0.000945    0.006309
     0.000432    0.004206
     0.000113    0.002172
    -0.000001    0.000177
     0.000109   -0.001816
     0.000427   -0.003849
     0.000934   -0.005957
     0.001611   -0.008163
     0.002424   -0.010469
     0.003376   -0.012830
     0.004535   -0.015187
     0.005986   -0.017498
     0.007773   -0.019759
     0.009891   -0.021983
     0.012325   -0.024168
     0.015088   -0.026308
     0.018205   -0.028397
     0.021703   -0.030434
     0.025626   -0.032427
     0.030042   -0.034383
     0.035028   -0.036323
     0.040677   -0.038279
     0.047094   -0.040292
     0.054403   -0.042363
     0.062733   -0.044470
     0.072202   -0.046586
     0.082931   -0.048688
     0.095010   -0.050777
     0.108408   -0.052875
     0.122945   -0.054958
     0.138329   -0.056948
     0.154340   -0.058783
     0.170957   -0.060473
     0.187872   -0.062044
     0.204864   -0.063389
     0.222275   -0.064549
     0.239885   -0.065667
     0.257344   -0.066629
     0.274886   -0.067400
     0.292568   -0.068035
     0.310234   -0.068519
     0.327920   -0.068851
     0.345582   -0.069037
     0.363150   -0.069059
     0.380706   -0.068891
     0.398412   -0.068581
     0.415938   -0.068212
     0.432969   -0.067663
     0.449684   -0.066850
     0.466334   -0.065781
     0.482937   -0.064666
     0.499162   -0.063568
     0.515143   -0.062115
     0.531340   -0.060255
     0.547828   -0.058069
     0.564496   -0.055631
     0.581251   -0.052968
     0.597969   -0.050082
     0.614792   -0.046886
     0.632009   -0.043402
     0.649493   -0.039755
     0.667069   -0.035979
     0.684724   -0.032095
     0.702334   -0.028139
     0.719777   -0.024160
     0.737103   -0.020285
     0.754383   -0.016528
     0.771313   -0.012920
     0.787565   -0.009648
     0.803300   -0.006805
     0.819050   -0.004325
     0.834603   -0.002086
     0.849165   -0.000321
     0.863466    0.000666
     0.878198    0.001261
     0.892654    0.001581
     0.906602    0.001472
     0.920175    0.000894
     0.933434   -0.000172
     0.946334   -0.001703
     0.958858   -0.003683
     0.970835   -0.005897
     0.982101   -0.008628
     0.992953   -0.011595
     1.000000   -0.013350
